Service_Component_WBS_aff,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
WBS000239,3 Medium,KM0000940,1.0,0.0,0.0,0,7,Thursday,database-Database
WBS000162,2 High,KM0002204,1.0,3.0,1.0,0,8,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0001446,4.0,0.0,0.0,1,8,Thursday,computer-Desktop
WBS000162,2 High,KM0002204,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
WBS000152,5 Very Low,KM0000076,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
WBS000073,4 Low,KM0001364,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001364,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
WBS000162,2 High,KM0002204,1.0,0.0,1.0,0,9,Thursday,application-Web Based Application
WBS000030,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Thursday,subapplication-Server Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000048,5 Very Low,KM0000310,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000089,3 Medium,KM0001625,1.0,0.0,0.0,1,10,Thursday,application-Desktop Application
WBS000073,4 Low,KM0000769,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0002041,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
WBS000014,4 Low,KM0000426,1.0,0.0,0.0,1,10,Thursday,application-Server Based Application
WBS000073,4 Low,KM0000720,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,10,Thursday,computer-Laptop
WBS000073,4 Low,KM0002188,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000285,3 Medium,KM0001254,1.0,0.0,0.0,0,11,Thursday,hardware-MigratieDummy
WBS000099,4 Low,KM0002005,1.0,0.0,0.0,1,11,Thursday,application-Server Based Application
WBS000096,4 Low,KM0001026,1.0,0.0,0.0,1,11,Thursday,application-Desktop Application
WBS000014,3 Medium,KM0000426,2.0,0.0,0.0,1,11,Thursday,application-Server Based Application
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
WBS000099,3 Medium,KM0000480,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002043,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
WBS000044,4 Low,KM0001607,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBS000223,4 Low,KM0000979,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002043,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
WBS000263,3 Medium,KM0001105,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000088,4 Low,KM0000611,1.0,1.0,0.0,0,13,Thursday,application-Web Based Application
WBS000013,3 Medium,KM0000052,1.0,0.0,0.0,0,8,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001624,2.0,0.0,0.0,0,8,Thursday,application-Web Based Application
WBS000073,4 Low,KM0002101,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
WBS000318,5 Very Low,KM0001362,1.0,0.0,0.0,1,9,Thursday,application-Web Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,9,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0001624,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBS000199,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001450,1.0,0.0,0.0,1,10,Thursday,subapplication-Web Based Application
WBS000091,5 Very Low,KM0002337,1.0,0.0,0.0,0,10,Thursday,computer-Laptop
WBS000181,4 Low,KM0000159,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,10,Thursday,computer-Laptop
WBS000073,4 Low,KM0001179,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
WBS000092,4 Low,KM0001306,1.0,0.0,0.0,1,11,Thursday,application-Desktop Application
WBS000263,5 Very Low,KM0002305,1.0,0.0,0.0,1,11,Thursday,application-Server Based Application
WBS000073,4 Low,KM0000761,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBS000099,4 Low,KM0002005,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,12,Thursday,computer-Laptop
WBS000095,5 Very Low,KM0001545,1.0,0.0,0.0,1,12,Thursday,subapplication-Server Based Application
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0001700,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
WBS000007,4 Low,KM0000043,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBS000330,3 Medium,KM0002187,4.0,0.0,0.0,1,12,Thursday,application-Desktop Application
WBS000073,4 Low,KM0001045,1.0,0.0,0.0,1,12,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,12,Thursday,computer-Laptop
WBS000073,4 Low,KM0002165,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0000748,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBS000125,5 Very Low,KM0000727,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBS000007,3 Medium,KM0000043,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBS000220,4 Low,KM0001093,1.0,0.0,0.0,1,13,Thursday,application-Desktop Application
WBS000330,4 Low,KM0000999,1.0,0.0,0.0,1,13,Thursday,application-Desktop Application
WBS000089,4 Low,KM0001430,1.0,0.0,0.0,1,13,Thursday,application-Desktop Application
WBS000307,4 Low,KM0001859,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000223,4 Low,KM0002143,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0000748,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBS000091,4 Low,KM0002122,1.0,0.0,0.0,1,8,Thursday,computer-Laptop
WBS000318,3 Medium,KM0000844,1.0,0.0,0.0,0,8,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0000315,1.0,0.0,0.0,0,8,Thursday,computer-Laptop
WBS000107,3 Medium,KM0000557,1.0,0.0,0.0,0,8,Thursday,application-Web Based Application
WBS000335,4 Low,KM0001131,1.0,0.0,0.0,0,8,Thursday,application-Citrix
WBS000239,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Thursday,database-Database
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,10,Thursday,computer-Laptop
WBS000073,4 Low,KM0000711,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBS000091,3 Medium,KM0001012,1.0,0.0,0.0,0,10,Thursday,application-Desktop Application
WBS000073,4 Low,KM0002352,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000330,4 Low,KM0001094,1.0,0.0,0.0,1,10,Thursday,application-Desktop Application
WBS000023,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001147,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBS000089,3 Medium,KM0001764,1.0,0.0,0.0,0,11,Thursday,application-Desktop Application
WBS000073,4 Low,KM0001496,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0000707,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0001588,2.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0002253,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
WBS000073,4 Low,KM0001765,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
WBS000073,4 Low,KM0000711,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
WBS000089,5 Very Low,KM0002217,1.0,0.0,0.0,1,11,Thursday,application-Desktop Application
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,1,12,Thursday,application-Web Based Application
WBS000073,4 Low,KM0001452,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
WBS000066,4 Low,KM0001037,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0000720,2.0,0.0,0.0,1,12,Thursday,application-Web Based Application
WBS000015,4 Low,KM0000453,1.0,0.0,0.0,1,12,Thursday,subapplication-Web Based Application
WBS000167,5 Very Low,KM0000069,1.0,1.0,0.0,1,12,Thursday,application-Web Based Application
WBS000091,3 Medium,KM0000875,1.0,0.0,0.0,1,12,Thursday,application-Desktop Application
WBS000263,4 Low,KM0002305,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000089,4 Low,KM0001430,1.0,0.0,0.0,1,13,Thursday,application-Desktop Application
WBS000073,4 Low,KM0001179,1.0,0.0,0.0,0,13,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0001288,1.0,0.0,0.0,0,13,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0001346,1.0,0.0,0.0,1,13,Thursday,application-Client Based Application
WBS000091,5 Very Low,KM0001446,1.0,0.0,0.0,1,14,Thursday,computer-Desktop
WBS000318,3 Medium,KM0000844,1.0,0.0,0.0,0,8,Thursday,application-Web Based Application
WBS000318,3 Medium,KM0000844,1.0,0.0,0.0,0,8,Thursday,application-Web Based Application
WBS000307,3 Medium,KM0001350,1.0,1.0,0.0,0,8,Thursday,application-Server Based Application
WBS000091,5 Very Low,KM0001446,1.0,0.0,0.0,1,9,Thursday,computer-Desktop
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,0,9,Thursday,subapplication-Web Based Application
WBS000013,3 Medium,KM0000052,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
WBS000239,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Thursday,database-Database
WBS000073,4 Low,KM0001143,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
WBS000091,3 Medium,KM0001012,1.0,0.0,0.0,0,9,Thursday,application-Desktop Application
WBS000073,4 Low,KM0002352,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,1,10,Thursday,application-Web Based Application
WBS000099,4 Low,KM0000224,1.0,0.0,0.0,1,10,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002344,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000073,5 Very Low,KM0002263,2.0,0.0,0.0,1,10,Thursday,application-Web Based Application
WBS000073,4 Low,KM0002344,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002352,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001624,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBS000086,4 Low,KM0002274,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0000751,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
WBS000318,4 Low,KM0001283,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBS000073,4 Low,KM0000818,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
WBS000095,4 Low,KM0000223,1.0,0.0,0.0,1,10,Thursday,subapplication-Server Based Application
WBS000073,4 Low,KM0002352,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000073,4 Low,KM0000713,1.0,0.0,0.0,1,11,Thursday,subapplication-Web Based Application
WBS000099,3 Medium,KM0000012,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002206,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
WBS000073,4 Low,KM0002197,2.0,0.0,0.0,1,11,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,0,11,Thursday,computer-Laptop
WBS000239,3 Medium,KM0000940,1.0,0.0,0.0,0,11,Thursday,database-Database
WBS000023,3 Medium,KM0000940,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000170,3 Medium,KM0000566,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000086,4 Low,KM0002274,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0000720,1.0,0.0,0.0,1,11,Thursday,application-Web Based Application
WBS000318,5 Very Low,KM0001835,1.0,0.0,0.0,1,12,Thursday,application-Web Based Application
WBS000223,5 Very Low,KM0001659,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBS000318,5 Very Low,KM0001362,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
WBS000073,5 Very Low,KM0000795,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBS000146,4 Low,KM0000491,1.0,0.0,0.0,1,12,Thursday,computer-Banking Device
WBS000089,5 Very Low,KM0002216,1.0,0.0,0.0,0,12,Thursday,application-Desktop Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,12,Thursday,computer-Laptop
WBS000073,4 Low,KM0001363,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001772,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001364,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001245,1.0,0.0,0.0,0,13,Thursday,application-Web Based Application
WBS000007,4 Low,KM0000043,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000102,3 Medium,KM0000036,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000220,4 Low,KM0000368,1.0,0.0,0.0,1,13,Thursday,application-Server Based Application
WBS000095,4 Low,KM0000223,1.0,0.0,0.0,0,13,Thursday,subapplication-Server Based Application
WBS000294,4 Low,KM0001921,1.0,0.0,0.0,1,13,Thursday,application-Server Based Application
WBS000091,4 Low,KM0002122,1.0,0.0,0.0,0,13,Thursday,computer-Laptop
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002352,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBS000073,4 Low,KM0000819,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0000318,1.0,0.0,0.0,0,14,Thursday,computer-Laptop
WBS000073,4 Low,KM0000802,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBS000073,4 Low,KM0000757,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0002231,3.0,0.0,0.0,1,14,Thursday,application-Server Based Application
WBS000152,5 Very Low,KM0001724,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBS000073,4 Low,KM0002335,2.0,0.0,0.0,1,14,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0002335,3.0,0.0,0.0,1,14,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBS000091,4 Low,KM0000966,1.0,0.0,0.0,1,13,Thursday,computer-Laptop
WBS000152,5 Very Low,KM0000076,1.0,0.0,0.0,0,13,Thursday,application-Web Based Application
WBS000016,3 Medium,KM0000938,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000264,5 Very Low,KM0001622,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBS000088,4 Low,KM0000611,1.0,0.0,0.0,1,13,Thursday,application-Web Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,1,13,Thursday,application-Web Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,1,13,Thursday,application-Server Based Application
WBS000171,5 Very Low,KM0000395,3.0,0.0,0.0,1,14,Thursday,application-Web Based Application
WBS000090,4 Low,KM0001435,1.0,0.0,0.0,1,14,Thursday,subapplication-Server Based Application
WBS000073,3 Medium,KM0001641,1.0,0.0,0.0,1,14,Thursday,application-Server Based Application
WBS000102,3 Medium,KM0000973,1.0,0.0,1.0,0,15,Thursday,computer-Windows Server
WBS000330,5 Very Low,KM0002029,1.0,0.0,0.0,1,16,Thursday,application-Desktop Application
WBS000300,3 Medium,KM0001274,1.0,0.0,0.0,1,16,Thursday,application-Server Based Application
WBS000100,4 Low,KM0000629,1.0,0.0,0.0,1,16,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002344,1.0,0.0,0.0,0,16,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002344,1.0,0.0,0.0,0,16,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002199,1.0,0.0,0.0,0,17,Thursday,subapplication-Web Based Application
WBS000091,5 Very Low,KM0000318,1.0,0.0,0.0,1,23,Thursday,computer-Laptop
WBS000102,3 Medium,KM0000685,1.0,0.0,0.0,1,7,Friday,computer-Windows Server
WBS000152,5 Very Low,KM0000075,7.0,5.0,0.0,0,8,Friday,application-Web Based Application
WBS000089,3 Medium,KM0002218,1.0,0.0,0.0,1,8,Friday,application-Desktop Application
WBS000092,3 Medium,KM0000336,1.0,0.0,0.0,0,14,Thursday,application-Desktop Application
WBS000223,4 Low,KM0001308,1.0,0.0,0.0,1,14,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001179,1.0,0.0,0.0,1,14,Thursday,application-Server Based Application
WBS000073,4 Low,KM0000762,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBS000219,5 Very Low,KM0002083,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBS000322,4 Low,KM0001470,1.0,0.0,0.0,1,14,Thursday,application-Server Based Application
WBS000091,5 Very Low,KM0001447,1.0,0.0,0.0,0,15,Thursday,computer-Laptop
WBS000073,4 Low,KM0001822,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
WBS000330,3 Medium,KM0002187,1.0,0.0,0.0,1,15,Thursday,application-Desktop Application
WBS000089,5 Very Low,KM0002215,1.0,0.0,0.0,0,15,Thursday,application-Desktop Application
WBS000167,5 Very Low,KM0000069,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBS000091,5 Very Low,KM0000315,1.0,0.0,0.0,1,15,Thursday,computer-Laptop
WBS000089,3 Medium,KM0002218,2.0,0.0,0.0,1,15,Thursday,application-Desktop Application
WBS000091,5 Very Low,KM0001447,1.0,0.0,0.0,1,16,Thursday,computer-Laptop
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
WBS000255,4 Low,KM0000589,1.0,0.0,0.0,0,16,Thursday,application-Server Based Application
WBS000073,4 Low,KM0000708,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0002345,1.0,0.0,0.0,0,17,Thursday,application-Server Based Application
WBS000073,4 Low,KM0002345,1.0,0.0,0.0,0,17,Thursday,application-Server Based Application
WBS000307,4 Low,KM0001859,1.0,0.0,0.0,0,7,Friday,application-Server Based Application
WBS000152,5 Very Low,KM0000075,1.0,1.0,0.0,0,8,Friday,application-Web Based Application
WBS000091,4 Low,KM0002122,1.0,0.0,0.0,1,8,Friday,computer-Laptop
WBS000152,5 Very Low,KM0000075,1.0,1.0,0.0,0,8,Friday,application-Web Based Application
WBS000330,3 Medium,KM0001879,1.0,0.0,0.0,1,8,Friday,application-Desktop Application
WBS000162,3 Medium,KM0002204,1.0,0.0,0.0,0,9,Friday,application-Web Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001736,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
WBS000236,3 Medium,KM0000503,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBS000027,3 Medium,KM0000116,1.0,0.0,0.0,0,9,Friday,application-Web Based Application
WBS000096,4 Low,KM0001026,1.0,0.0,0.0,1,14,Thursday,application-Desktop Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,14,Thursday,computer-Laptop
WBS000073,4 Low,KM0000762,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
WBS000318,3 Medium,KM0000844,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBS000088,5 Very Low,KM0001592,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBS000089,3 Medium,KM0001373,1.0,0.0,0.0,1,15,Thursday,application-Desktop Application
WBS000073,4 Low,KM0001774,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
WBS000172,5 Very Low,KM0001979,1.0,0.0,0.0,0,16,Thursday,application-Web Based Application
WBS000073,4 Low,KM0002231,1.0,0.0,0.0,1,16,Thursday,application-Server Based Application
WBS000073,4 Low,KM0000819,1.0,0.0,0.0,0,16,Thursday,application-Web Based Application
WBS000089,5 Very Low,KM0001718,1.0,0.0,0.0,1,16,Thursday,software-System Software
WBS000267,5 Very Low,KM0001631,1.0,0.0,0.0,0,16,Thursday,hardware-DataCenterEquipment
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,17,Thursday,computer-Laptop
WBS000267,3 Medium,KM0000182,1.0,0.0,0.0,0,17,Thursday,hardware-DataCenterEquipment
WBS000128,4 Low,KM0002126,1.0,0.0,0.0,1,17,Thursday,storage-SAN
WBS000091,5 Very Low,KM0000318,1.0,0.0,0.0,1,7,Friday,computer-Laptop
WBS000128,4 Low,KM0002125,1.0,0.0,0.0,1,8,Friday,storage-SAN
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,8,Friday,application-Server Based Application
WBS000152,5 Very Low,KM0000075,1.0,1.0,0.0,0,8,Friday,application-Web Based Application
WBS000089,4 Low,KM0000316,1.0,0.0,0.0,1,8,Friday,application-Desktop Application
WBS000096,5 Very Low,KM0001925,1.0,0.0,0.0,1,8,Friday,application-Desktop Application
WBS000318,5 Very Low,KM0001362,1.0,0.0,0.0,0,8,Friday,application-Web Based Application
WBS000332,4 Low,KM0002232,1.0,0.0,1.0,1,15,Thursday,application-Server Based Application
WBS000073,4 Low,KM0001147,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
WBS000152,5 Very Low,KM0000075,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBS000073,4 Low,KM0000741,1.0,0.0,0.0,1,15,Thursday,subapplication-Web Based Application
WBS000073,4 Low,KM0001394,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBS000330,4 Low,KM0001145,1.0,0.0,0.0,1,15,Thursday,application-Desktop Application
WBS000073,4 Low,KM0002188,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
WBS000089,4 Low,KM0001430,1.0,0.0,0.0,1,16,Thursday,application-Desktop Application
WBS000073,4 Low,KM0002344,1.0,0.0,0.0,0,16,Thursday,application-Server Based Application
WBS000017,4 Low,KM0000096,2.0,0.0,0.0,1,16,Thursday,application-Server Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
WBS000089,3 Medium,KM0001764,1.0,0.0,0.0,0,16,Thursday,application-Desktop Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,0,16,Thursday,application-Server Based Application
WBS000125,5 Very Low,KM0001158,1.0,0.0,0.0,0,17,Thursday,subapplication-Web Based Application
WBS000330,4 Low,KM0001094,1.0,0.0,0.0,0,19,Thursday,application-Desktop Application
WBS000162,4 Low,KM0002204,1.0,0.0,0.0,1,8,Friday,application-Web Based Application
WBS000199,3 Medium,KM0000940,2.0,0.0,0.0,0,9,Friday,application-Server Based Application
WBS000091,4 Low,KM0002009,1.0,0.0,0.0,1,9,Friday,computer-Laptop
WBS000264,5 Very Low,KM0001622,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBS000263,4 Low,KM0001106,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBS000089,4 Low,KM0001430,2.0,0.0,0.0,1,9,Friday,application-Desktop Application
WBS000073,4 Low,KM0000762,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001402,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
WBS000073,4 Low,KM0000702,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
WBS000091,4 Low,KM0002122,1.0,0.0,0.0,1,10,Friday,computer-Laptop
WBS000089,3 Medium,KM0001019,1.0,0.0,0.0,0,10,Friday,application-Desktop Application
WBS000152,3 Medium,KM0000075,1.0,1.0,0.0,0,8,Friday,application-Web Based Application
WBS000152,5 Very Low,KM0000075,1.0,1.0,0.0,0,9,Friday,application-Web Based Application
WBS000073,5 Very Low,KM0000703,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
WBS000102,4 Low,KM0000970,1.0,0.0,0.0,0,9,Friday,computer-Windows Server
WBS000073,4 Low,KM0001245,1.0,0.0,0.0,0,9,Friday,application-Web Based Application
WBS000073,4 Low,KM0000711,1.0,0.0,0.0,1,9,Friday,application-Web Based Application
WBS000322,4 Low,KM0001470,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBS000073,4 Low,KM0000820,1.0,0.0,0.0,0,9,Friday,application-Web Based Application
WBS000318,5 Very Low,KM0000836,2.0,0.0,0.0,0,10,Friday,application-Web Based Application
WBS000073,4 Low,KM0002144,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000073,4 Low,KM0001289,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
WBS000255,4 Low,KM0002223,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000073,3 Medium,KM0001036,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBS000073,4 Low,KM0001479,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBS000091,5 Very Low,KM0001444,1.0,0.0,0.0,1,11,Friday,computer-Laptop
WBS000073,4 Low,KM0001314,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000073,4 Low,KM0002344,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000013,3 Medium,KM0000052,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBS000318,4 Low,KM0000846,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
WBS000120,3 Medium,KM0002226,1.0,0.0,0.0,1,11,Friday,computer-X86 Server
WBS000073,4 Low,KM0001914,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
WBS000073,4 Low,KM0002351,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
WBS000106,3 Medium,KM0001293,1.0,0.0,0.0,1,12,Friday,application-Client Based Application
WBS000128,4 Low,KM0002125,1.0,0.0,0.0,1,12,Friday,storage-SAN
WBS000152,5 Very Low,KM0000076,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
