CI_Name_aff,Service_Component_WBS_aff,Impact,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
SBA000626,WBS000255,3 Medium,3 Medium,KM0000588,1.0,0.0,0.0,1,10,Thursday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001452,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
SUB000535,WBS000066,5 Very Low,5 Very Low,KM0000928,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
SUB000521,WBS000073,4 Low,4 Low,KM0000813,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBA000122,WBS000298,5 Very Low,5 Very Low,KM0001548,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002015,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
SBA000028,WBS000030,5 Very Low,5 Very Low,KM0000166,1.0,0.0,0.0,1,11,Thursday,application-Server Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0000539,1.0,0.0,0.0,0,11,Thursday,application-Desktop Application
APP000005,WBS000335,4 Low,4 Low,KM0001131,1.0,0.0,0.0,1,10,Thursday,application-Citrix
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
SBA000458,WBS000073,4 Low,4 Low,KM0001539,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001655,1.0,0.0,0.0,0,11,Thursday,application-Desktop Application
SBA000626,WBS000255,4 Low,4 Low,KM0000588,1.0,0.0,0.0,1,11,Thursday,application-Server Based Application
SUB000545,WBS000073,5 Very Low,5 Very Low,KM0000795,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WSR001104,WBS000102,4 Low,4 Low,KM0000970,2.0,0.0,0.0,0,11,Thursday,computer-Windows Server
WBA000145,WBS000318,5 Very Low,5 Very Low,KM0001983,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,1.0,0.0,0.0,1,11,Thursday,application-Server Based Application
SBA000620,WBS000295,3 Medium,3 Medium,KM0001274,1.0,0.0,0.0,1,11,Thursday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
LAP001010,WBS000091,4 Low,4 Low,KM0000942,2.0,0.0,0.0,1,12,Thursday,computer-Laptop
DTA000056,WBS000091,3 Medium,3 Medium,KM0001012,1.0,0.0,0.0,0,12,Thursday,application-Desktop Application
SUB000424,WBS000073,4 Low,4 Low,KM0000847,2.0,0.0,0.0,1,12,Thursday,subapplication-Web Based Application
SBA000812,WBS000223,4 Low,4 Low,KM0000949,1.0,0.0,0.0,1,12,Thursday,application-Server Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002344,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001865,1.0,0.0,0.0,1,12,Thursday,application-Server Based Application
SUB000113,WBS000095,4 Low,4 Low,KM0001345,1.0,0.0,0.0,0,12,Thursday,subapplication-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,13,Thursday,application-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,13,Thursday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,13,Thursday,application-Web Based Application
WBA000058,WBS000073,5 Very Low,5 Very Low,KM0000819,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0001316,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000076,1.0,0.0,0.0,1,14,Thursday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,14,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,14,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000762,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000836,1.0,0.0,0.0,1,15,Thursday,application-Web Based Application
SUB000523,WBS000073,4 Low,4 Low,KM0002199,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000076,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SBA000834,WBS000223,4 Low,4 Low,KM0000979,1.0,0.0,0.0,1,15,Thursday,application-Server Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001655,1.0,0.0,0.0,0,10,Thursday,application-Desktop Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002320,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBA000092,WBS000073,4 Low,4 Low,KM0002319,1.0,0.0,0.0,1,10,Thursday,application-Web Based Application
SBA000458,WBS000073,5 Very Low,5 Very Low,KM0002128,1.0,0.0,0.0,1,10,Thursday,application-Server Based Application
PRN000034,WBS000096,5 Very Low,5 Very Low,KM0001925,1.0,0.0,0.0,1,11,Thursday,officeelectronics-Printer
SUB000424,WBS000073,4 Low,4 Low,KM0001296,1.0,0.0,0.0,1,11,Thursday,subapplication-Web Based Application
DTA000011,WBS000089,4 Low,4 Low,KM0000092,1.0,0.0,0.0,0,11,Thursday,application-Desktop Application
WBA000144,WBS000318,3 Medium,3 Medium,KM0000844,1.0,0.0,0.0,1,11,Thursday,application-Web Based Application
SBA000131,WBS000023,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001786,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
LAP001837,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,11,Thursday,computer-Laptop
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002320,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SBA000317,WBS000048,3 Medium,3 Medium,KM0000310,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001346,2.0,0.0,0.0,1,11,Thursday,application-Client Based Application
CBA000014,WBS000073,5 Very Low,5 Very Low,KM0001707,1.0,0.0,0.0,1,11,Thursday,application-Client Based Application
SBA000459,WBS000073,4 Low,4 Low,KM0002325,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000847,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002344,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
DTA000016,WBS000096,4 Low,4 Low,KM0002308,1.0,0.0,0.0,0,12,Thursday,application-Desktop Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000747,WBS000326,3 Medium,3 Medium,KM0001492,1.0,0.0,0.0,1,12,Thursday,application-Server Based Application
LAP001837,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,1,12,Thursday,computer-Laptop
KVM000001,WBS000091,5 Very Low,5 Very Low,KM0001573,1.0,0.0,0.0,1,12,Thursday,hardware-KVM Switches
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002320,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0001105,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0002292,1.0,0.0,0.0,1,12,Thursday,application-Client Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0001105,2.0,0.0,0.0,1,12,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001402,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000451,WBS000073,4 Low,4 Low,KM0002044,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002320,1.0,0.0,0.0,0,13,Thursday,application-Web Based Application
LAP001837,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,13,Thursday,computer-Laptop
DTA000616,WBS000089,3 Medium,3 Medium,KM0002337,1.0,0.0,0.0,0,13,Thursday,application-Desktop Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0001106,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
APP000005,WBS000335,4 Low,4 Low,KM0001059,1.0,0.0,0.0,0,11,Thursday,application-Citrix
APP000005,WBS000335,5 Very Low,5 Very Low,KM0002098,4.0,2.0,0.0,1,11,Thursday,application-Citrix
WBA000094,WBS000073,4 Low,4 Low,KM0001384,2.0,0.0,0.0,1,11,Thursday,application-Web Based Application
ADB000010,WBS000239,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,11,Thursday,database-Database
SBA000645,WBS000223,4 Low,4 Low,KM0002143,1.0,0.0,0.0,1,11,Thursday,application-Server Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000841,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SBA000079,WBS000223,4 Low,4 Low,KM0000083,2.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000035,WBS000007,4 Low,4 Low,KM0000043,1.0,0.0,0.0,1,12,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001402,1.0,0.0,0.0,1,13,Thursday,application-Server Based Application
SBA000357,WBS000329,4 Low,4 Low,KM0002014,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
DCE000077,WBS000267,3 Medium,3 Medium,KM0000182,1.0,0.0,0.0,0,13,Thursday,hardware-DataCenterEquipment
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,13,Thursday,subapplication-Web Based Application
SBA000782,WBS000043,5 Very Low,5 Very Low,KM0000216,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
SUB000521,WBS000073,4 Low,4 Low,KM0001588,1.0,0.0,0.0,0,13,Thursday,subapplication-Web Based Application
WBA000133,WBS000073,5 Very Low,5 Very Low,KM0001437,1.0,0.0,0.0,0,13,Thursday,application-Web Based Application
WBA000094,WBS000073,5 Very Low,5 Very Low,KM0001874,1.0,0.0,0.0,1,14,Thursday,application-Web Based Application
SBA000458,WBS000073,4 Low,4 Low,KM0001539,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002197,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBA000133,WBS000073,5 Very Low,5 Very Low,KM0001592,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SBA000694,WBS000265,4 Low,4 Low,KM0000658,1.0,0.0,0.0,1,14,Thursday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002197,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SBA000173,WBS000163,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002320,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SUB000523,WBS000073,4 Low,4 Low,KM0000818,1.0,0.0,0.0,1,15,Thursday,subapplication-Web Based Application
SBA000439,WBS000219,5 Very Low,5 Very Low,KM0002083,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBA000133,WBS000073,3 Medium,3 Medium,KM0000773,1.0,0.0,0.0,1,12,Thursday,application-Web Based Application
WBA000009,WBS000168,5 Very Low,5 Very Low,KM0001554,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
SBA000759,WBS000296,3 Medium,3 Medium,KM0001035,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
SAN000178,WBS000128,4 Low,4 Low,KM0000942,1.0,0.0,0.0,0,13,Thursday,storage-SAN
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002320,1.0,0.0,0.0,0,13,Thursday,application-Web Based Application
SBA000017,WBS000099,3 Medium,3 Medium,KM0000480,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBA000009,WBS000168,5 Very Low,5 Very Low,KM0001554,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SBA000729,WBS000101,3 Medium,3 Medium,KM0000862,1.0,0.0,0.0,1,14,Thursday,application-Server Based Application
SUB000508,WBS000162,4 Low,4 Low,KM0000553,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0000539,1.0,0.0,0.0,0,14,Thursday,application-Desktop Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,14,Thursday,application-Web Based Application
WBA000092,WBS000073,4 Low,4 Low,KM0002253,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SUB000508,WBS000162,4 Low,4 Low,KM0000553,1.0,1.0,0.0,0,15,Thursday,subapplication-Web Based Application
WBA000124,WBS000088,5 Very Low,5 Very Low,KM0000424,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
DSK000005,WBS000091,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,1,16,Thursday,computer-Desktop
SUB000508,WBS000162,4 Low,4 Low,KM0000553,1.0,1.0,0.0,1,16,Thursday,subapplication-Web Based Application
DTA000031,WBS000330,5 Very Low,5 Very Low,KM0002029,1.0,0.0,0.0,1,16,Thursday,application-Desktop Application
APP000005,WBS000335,4 Low,4 Low,KM0000143,1.0,0.0,0.0,1,16,Thursday,application-Citrix
SUB000082,WBS000125,4 Low,4 Low,KM0001022,2.0,0.0,0.0,1,17,Thursday,subapplication-Server Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,1,17,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0000819,1.0,0.0,0.0,0,17,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,2.0,0.0,0.0,1,17,Thursday,subapplication-Web Based Application
VDI000375,WBS000337,5 Very Low,5 Very Low,KM0000318,1.0,0.0,0.0,1,18,Thursday,computer-VDI
APP000004,WBS000335,4 Low,4 Low,KM0000918,2.0,0.0,0.0,0,8,Friday,application-Citrix
SBA000526,WBS000236,3 Medium,3 Medium,KM0000503,1.0,0.0,0.0,1,8,Friday,application-Server Based Application
LAP000014,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,8,Friday,computer-Laptop
SBA000131,WBS000023,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,8,Friday,application-Server Based Application
APP000005,WBS000335,4 Low,4 Low,KM0001060,1.0,0.0,0.0,0,8,Friday,application-Citrix
WBA000119,WBS000325,5 Very Low,5 Very Low,KM0001704,2.0,0.0,0.0,1,9,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002041,1.0,0.0,0.0,0,13,Thursday,subapplication-Web Based Application
SBA000459,WBS000073,4 Low,4 Low,KM0002325,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBA000119,WBS000325,5 Very Low,5 Very Low,KM0001704,1.0,0.0,0.0,1,13,Thursday,application-Web Based Application
WBA000008,WBS000167,4 Low,4 Low,KM0001724,1.0,0.0,0.0,1,14,Thursday,application-Web Based Application
LAP000012,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,1,14,Thursday,computer-Laptop
SUB000456,WBS000073,4 Low,4 Low,KM0000767,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000845,1.0,0.0,0.0,1,14,Thursday,application-Web Based Application
DTA000616,WBS000089,5 Very Low,5 Very Low,KM0002217,1.0,0.0,0.0,1,14,Thursday,application-Desktop Application
WBA000008,WBS000167,3 Medium,4 Low,KM0001724,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000767,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
STA000011,WBS000096,5 Very Low,5 Very Low,KM0001925,1.0,0.0,0.0,0,14,Thursday,application-Standard Application
SUB000113,WBS000095,4 Low,4 Low,KM0000223,3.0,0.0,0.0,1,14,Thursday,subapplication-Server Based Application
SSW000058,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Thursday,software-System Software
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0001650,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SUB000538,WBS000073,4 Low,4 Low,KM0000848,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBA000018,WBS000073,4 Low,4 Low,KM0001609,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000076,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
DTA000025,WBS000330,3 Medium,3 Medium,KM0001094,2.0,0.0,0.0,1,15,Thursday,application-Desktop Application
SBA000626,WBS000255,3 Medium,3 Medium,KM0000588,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002041,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
WBA000144,WBS000318,3 Medium,3 Medium,KM0000844,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002344,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0001401,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0001401,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SUB000533,WBS000073,4 Low,4 Low,KM0000830,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
SBA000335,WBS000255,4 Low,4 Low,KM0000622,1.0,0.0,0.0,1,15,Thursday,application-Server Based Application
SUB000508,WBS000162,5 Very Low,5 Very Low,KM0000553,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001147,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0001401,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001998,1.0,0.0,0.0,1,16,Thursday,subapplication-Web Based Application
SBA000360,WBS000073,5 Very Low,5 Very Low,KM0001965,1.0,1.0,0.0,0,16,Thursday,application-Server Based Application
SBA000017,WBS000099,3 Medium,3 Medium,KM0000480,1.0,0.0,0.0,0,16,Thursday,application-Server Based Application
LAP000011,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,1,15,Thursday,computer-Laptop
SBA000131,WBS000023,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002105,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
WBA000060,WBS000073,4 Low,4 Low,KM0000825,1.0,0.0,0.0,0,15,Thursday,application-Web Based Application
SUB000426,WBS000073,4 Low,4 Low,KM0000707,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
SBA000360,WBS000073,3 Medium,3 Medium,KM0001965,1.0,1.0,0.0,1,15,Thursday,application-Server Based Application
DTA000023,WBS000092,4 Low,4 Low,KM0001306,1.0,0.0,0.0,1,15,Thursday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0000996,1.0,0.0,0.0,1,16,Thursday,subapplication-Web Based Application
SBA000585,WBS000077,5 Very Low,5 Very Low,KM0000563,1.0,0.0,0.0,1,16,Thursday,application-Server Based Application
LAP000018,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,16,Thursday,computer-Laptop
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000762,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
LAP000008,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,16,Thursday,computer-Laptop
SAN000178,WBS000128,3 Medium,3 Medium,KM0002256,1.0,0.0,0.0,0,16,Thursday,storage-SAN
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,17,Thursday,application-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,17,Thursday,application-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,17,Thursday,subapplication-Web Based Application
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,18,Thursday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0000711,1.0,0.0,0.0,1,19,Thursday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,21,Thursday,application-Server Based Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,1.0,0.0,0,6,Friday,application-Server Based Application
LAP000009,WBS000091,3 Medium,3 Medium,KM0002122,1.0,0.0,0.0,0,8,Friday,computer-Laptop
DTA000045,WBS000089,3 Medium,3 Medium,KM0000404,1.0,0.0,0.0,1,8,Friday,application-Desktop Application
DSK000006,WBS000091,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,0,8,Friday,computer-Desktop
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,8,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,8,Friday,subapplication-Web Based Application
WBA000092,WBS000073,4 Low,4 Low,KM0002319,1.0,0.0,0.0,1,9,Friday,application-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,2.0,0.0,0.0,1,15,Thursday,application-Server Based Application
LAP000013,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,1,16,Thursday,computer-Laptop
DSK000006,WBS000091,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,1,16,Thursday,computer-Desktop
WBA000058,WBS000073,4 Low,4 Low,KM0000819,1.0,0.0,0.0,0,16,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001521,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
SBA000419,WBS000017,4 Low,4 Low,KM0001533,1.0,0.0,0.0,0,17,Thursday,application-Server Based Application
WBA000082,WBS000055,4 Low,4 Low,KM0000401,1.0,0.0,0.0,0,17,Thursday,application-Web Based Application
SCN000003,WBS000096,4 Low,4 Low,KM0000113,1.0,0.0,0.0,1,17,Thursday,officeelectronics-Scanner
SBA000131,WBS000023,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,17,Thursday,application-Server Based Application
NET000042,WBS000279,4 Low,4 Low,KM0000446,1.0,1.0,0.0,0,5,Friday,networkcomponents-Lines
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,7,Friday,application-Server Based Application
APP000004,WBS000335,4 Low,4 Low,KM0000918,1.0,0.0,0.0,0,7,Friday,application-Citrix
WBA000126,WBS000148,5 Very Low,5 Very Low,KM0000633,1.0,0.0,0.0,0,8,Friday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001915,1.0,0.0,0.0,0,8,Friday,application-Server Based Application
WBA000092,WBS000073,4 Low,4 Low,KM0002319,1.0,0.0,0.0,1,9,Friday,application-Web Based Application
ADB000010,WBS000239,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Friday,database-Database
WBA000148,WBS000172,5 Very Low,5 Very Low,KM0001979,1.0,0.0,0.0,1,9,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001288,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
MON00020,WBS000091,4 Low,4 Low,KM0000316,1.0,0.0,0.0,1,9,Friday,displaydevice-Monitor
LAP000012,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,9,Friday,computer-Laptop
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
SBA000459,WBS000073,4 Low,4 Low,KM0002325,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
DTA000024,WBS000092,3 Medium,3 Medium,KM0000336,2.0,1.0,0.0,1,9,Friday,application-Desktop Application
SBA000335,WBS000255,4 Low,4 Low,KM0000622,3.0,0.0,0.0,0,9,Friday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,1,9,Friday,subapplication-Web Based Application
WBA000094,WBS000073,3 Medium,3 Medium,KM0001478,1.0,0.0,0.0,0,9,Friday,application-Web Based Application
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
SBA000045,WBS000170,3 Medium,3 Medium,KM0000997,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
LAP000008,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,9,Friday,computer-Laptop
LAP001837,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,10,Friday,computer-Laptop
