Service_Component_WBS_aff,Urgency,KM_number,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff,RelatedIncidents,RelatedChanges,RelatedInteractions
WBS000073,4 Low,KM0001195,1,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000006,3 Medium,KM0000029,1,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000827,1,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000825,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000815,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001915,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000075,1,17,Monday,application-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001363,0,17,Monday,application-Server Based Application,None,None,One (1)
WBS000015,4 Low,KM0000453,1,17,Monday,subapplication-Web Based Application,None,One,One (1)
WBS000185,3 Medium,KM0000384,0,17,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000815,0,19,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001060,0,7,Tuesday,application-Citrix,None,None,One (1)
WBS000330,4 Low,KM0001094,0,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000101,3 Medium,KM0001049,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000017,4 Low,KM0000096,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,9,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0000711,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001930,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000326,3 Medium,KM0001491,0,9,Tuesday,officeelectronics-Scanner,None,None,Few (2-5)
WBS000152,5 Very Low,KM0000076,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000125,5 Very Low,KM0001158,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001060,0,9,Tuesday,application-Citrix,One,None,One (1)
WBS000073,4 Low,KM0002043,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000245,4 Low,KM0000672,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000318,3 Medium,KM0000844,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000090,5 Very Low,KM0000670,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000239,3 Medium,KM0000940,1,16,Monday,database-Database,None,None,Few (2-5)
WBS000073,5 Very Low,KM0001732,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,17,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001998,0,17,Monday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000199,3 Medium,KM0000940,0,17,Monday,software-System Software,None,None,Few (2-5)
WBS000089,4 Low,KM0001968,1,17,Monday,application-Desktop Application,None,None,One (1)
WBS000267,3 Medium,KM0000182,0,18,Monday,hardware-DataCenterEquipment,None,None,One (1)
WBS000267,3 Medium,KM0000182,0,18,Monday,hardware-DataCenterEquipment,None,None,One (1)
WBS000307,3 Medium,KM0001350,0,23,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,1,7,Tuesday,application-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0001968,1,8,Tuesday,computer-Laptop,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,8,Tuesday,computer-Laptop,None,None,One (1)
WBS000263,4 Low,KM0001106,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000711,0,8,Tuesday,application-Web Based Application,None,None,Few (2-5)
WBS000263,4 Low,KM0001106,1,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000171,4 Low,KM0000697,0,8,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000852,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001195,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,9,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001363,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001314,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000761,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000162,3 Medium,KM0001388,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,3 Medium,KM0001012,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001999,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001678,1,17,Monday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,8,Tuesday,computer-Laptop,None,None,One (1)
WBS000296,3 Medium,KM0001253,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,8,Tuesday,application-Web Based Application,None,None,One (1)
WBS000128,4 Low,KM0002126,0,8,Tuesday,storage-SAN,None,None,One (1)
WBS000292,4 Low,KM0001639,0,8,Tuesday,application-Citrix,None,None,One (1)
WBS000073,4 Low,KM0002300,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000292,4 Low,KM0001639,0,8,Tuesday,application-Citrix,None,None,One (1)
WBS000292,4 Low,KM0001060,0,8,Tuesday,application-Citrix,None,None,One (1)
WBS000089,5 Very Low,KM0000092,1,9,Tuesday,application-Desktop Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001736,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000711,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001728,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000752,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001664,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001588,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000088,4 Low,KM0000611,1,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000751,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002253,1,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000081,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000094,5 Very Low,KM0001655,0,10,Tuesday,application-Desktop Application,None,None,Few (2-5)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001437,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001876,1,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000326,3 Medium,KM0001699,0,10,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000741,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000255,5 Very Low,KM0001535,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000027,4 Low,KM0000156,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000011,3 Medium,KM0000049,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000099,3 Medium,KM0002063,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000239,3 Medium,KM0000940,0,9,Tuesday,database-Database,None,None,Few (2-5)
WBS000073,4 Low,KM0002285,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000239,3 Medium,KM0000940,0,9,Tuesday,database-Database,None,None,One (1)
WBS000285,4 Low,KM0001254,0,9,Tuesday,hardware-MigratieDummy,None,None,One (1)
WBS000073,4 Low,KM0001865,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000055,4 Low,KM0000401,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000135,4 Low,KM0001251,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000053,4 Low,KM0000367,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000023,3 Medium,KM0000940,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000162,4 Low,KM0000553,1,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000711,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0000316,0,10,Tuesday,displaydevice-Monitor,None,None,One (1)
WBS000073,5 Very Low,KM0001393,1,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001476,0,10,Tuesday,application-Citrix,None,None,One (1)
WBS000239,3 Medium,KM0000940,0,10,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0000966,0,10,Tuesday,computer-Laptop,None,None,One (1)
WBS000089,4 Low,KM0001127,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000023,3 Medium,KM0000940,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000162,4 Low,KM0000553,1,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000823,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000043,4 Low,KM0000220,1,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001089,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,1,11,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000167,5 Very Low,KM0000069,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000130,5 Very Low,KM0000473,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000091,4 Low,KM0000969,0,10,Tuesday,computer-Laptop,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002291,1,10,Tuesday,application-Client Based Application,None,None,One (1)
WBS000073,4 Low,KM0002299,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000294,3 Medium,KM0001745,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001288,0,10,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000044,4 Low,KM0000285,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001915,0,11,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000702,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000330,5 Very Low,KM0000445,0,11,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000102,3 Medium,KM0000970,0,11,Tuesday,computer-Windows Server,None,None,One (1)
WBS000073,4 Low,KM0000852,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000711,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0002128,1,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000146,5 Very Low,KM0000266,0,11,Tuesday,computer-Banking Device,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001152,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000162,4 Low,KM0001463,1,12,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000128,4 Low,KM0002125,1,10,Tuesday,storage-SAN,None,None,One (1)
WBS000073,4 Low,KM0002285,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000089,4 Low,KM0002198,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000162,3 Medium,KM0001463,1,10,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,0,11,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0000748,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001646,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000711,1,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000101,4 Low,KM0001049,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000255,3 Medium,KM0001591,0,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000203,3 Medium,KM0001141,0,12,Tuesday,storage-Controller,None,None,One (1)
WBS000073,4 Low,KM0002285,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000330,5 Very Low,KM0002029,1,13,Tuesday,application-Desktop Application,None,None,One (1)
WBS000330,5 Very Low,KM0002029,1,13,Tuesday,application-Desktop Application,None,None,One (1)
WBS000292,4 Low,KM0000911,0,14,Tuesday,computer-Omgeving,None,None,One (1)
WBS000318,5 Very Low,KM0000836,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000092,4 Low,KM0000462,0,14,Tuesday,application-Desktop Application,None,None,One (1)
WBS000089,3 Medium,KM0001625,1,14,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000710,0,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000264,5 Very Low,KM0001622,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000264,5 Very Low,KM0001622,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000264,5 Very Low,KM0001622,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001880,1,15,Tuesday,application-Client Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0002043,0,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,16,Tuesday,computer-Laptop,None,None,One (1)
WBS000017,4 Low,KM0000096,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,10,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001736,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001156,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,1,11,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000091,4 Low,KM0000316,1,11,Tuesday,computer-Laptop,None,None,One (1)
WBS000055,4 Low,KM0000401,1,11,Tuesday,application-Web Based Application,One,None,One (1)
WBS000162,3 Medium,KM0001342,0,11,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,1,11,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0002285,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001346,1,11,Tuesday,application-Client Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001736,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002253,1,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001346,1,12,Tuesday,application-Client Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,1,12,Tuesday,computer-Laptop,None,None,One (1)
WBS000102,5 Very Low,KM0000970,1,12,Tuesday,computer-Windows Server,None,None,One (1)
WBS000073,5 Very Low,KM0001437,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000239,3 Medium,KM0000940,0,12,Tuesday,database-Database,None,None,Few (2-5)
WBS000108,4 Low,KM0000533,1,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000318,4 Low,KM0001401,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002188,0,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000088,4 Low,KM0002171,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000161,5 Very Low,KM0000571,0,14,Tuesday,computer-Linux Server,None,None,One (1)
WBS000077,4 Low,KM0001872,0,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001986,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001437,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000763,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,1,11,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000199,3 Medium,KM0000940,0,11,Tuesday,software-System Software,None,None,One (1)
WBS000073,4 Low,KM0002285,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000294,3 Medium,KM0001745,1,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000162,4 Low,KM0000553,1,11,Tuesday,subapplication-Web Based Application,One,None,One (1)
WBS000091,5 Very Low,KM0001444,1,11,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,5 Very Low,KM0001437,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001366,1,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000099,4 Low,KM0002005,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000247,5 Very Low,KM0000679,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000219,5 Very Low,KM0002083,0,11,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000125,5 Very Low,KM0001158,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002264,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001314,1,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000089,4 Low,KM0001019,1,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000330,4 Low,KM0001094,0,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000146,4 Low,KM0000272,1,12,Tuesday,computer-Banking Device,None,None,One (1)
WBS000073,4 Low,KM0000852,1,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000162,3 Medium,KM0001748,0,13,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002188,0,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001826,1,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,13,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,12,Tuesday,application-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001624,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000076,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,1,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002015,0,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001154,1,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000036,1,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000088,4 Low,KM0002171,1,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000703,0,13,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0002043,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000075,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,13,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001288,0,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000318,3 Medium,KM0000844,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000751,0,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0002212,1,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002045,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000852,0,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001573,0,15,Tuesday,hardware-KVM Switches,None,None,One (1)
WBS000073,4 Low,KM0000767,0,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,1,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000094,5 Very Low,KM0001655,0,15,Tuesday,application-Desktop Application,None,None,One (1)
WBS000095,4 Low,KM0001348,0,15,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000172,4 Low,KM0001979,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000825,1,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000749,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000048,5 Very Low,KM0000310,0,16,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,16,Tuesday,computer-Laptop,None,None,Few (2-5)
WBS000017,4 Low,KM0000096,1,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,0,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001751,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000002,5 Very Low,KM0001857,0,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000015,3 Medium,KM0001274,1,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0001792,0,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000294,5 Very Low,KM0001742,1,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002015,0,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001314,1,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0000966,1,14,Tuesday,computer-Laptop,None,None,One (1)
WBS000094,5 Very Low,KM0001205,1,14,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0002264,1,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0002128,1,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001079,1,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002188,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,15,Tuesday,computer-Laptop,None,None,One (1)
WBS000242,4 Low,KM0001084,1,15,Tuesday,hardware-DataCenterEquipment,None,None,Few (2-5)
WBS000220,4 Low,KM0000368,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000162,5 Very Low,KM0000553,1,15,Tuesday,subapplication-Web Based Application,None,One,One (1)
WBS000073,5 Very Low,KM0000602,1,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000318,5 Very Low,KM0000836,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001914,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001096,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000757,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,0,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001356,0,14,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000089,3 Medium,KM0001373,1,14,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000760,1,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
